,algo_volatility,algorithm_period_return,alpha,benchmark_period_return,benchmark_volatility,beta,capital_used,ending_cash,ending_exposure,ending_value,excess_return,gross_leverage,long_exposure,long_value,longs_count,max_drawdown,max_leverage,net_leverage,orders,period_close,period_label,period_open,pnl,portfolio_value,positions,price,returns,sharpe,short_exposure,short_value,shorts_count,sortino,starting_cash,starting_exposure,starting_value,trading_days,transactions,treasury_period_return
2019-01-02 06:30:00+00:00,,0.0,,0.00031311154598823165,,,0.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,"[{'reason': None, 'created': Timestamp('2019-01-02 06:30:00+0000', tz='UTC'), 'stop_reached': False, 'limit': None, 'filled': 0, 'stop': None, 'amount': 1, 'sid': Equity(1 [LKTB]), 'limit_reached': False, 'status': 0, 'dt': Timestamp('2019-01-02 06:30:00+0000', tz='UTC'), 'id': '6b20a37fd4d7452681dafe4325179ec1', 'commission': 0}]",2019-01-02 06:30:00+00:00,2019-01,2019-01-02 00:01:00+00:00,0.0,200.0,[],127.79,0.0,,0.0,0.0,0,,200.0,0.0,0.0,1,[],0.0
2019-01-03 06:30:00+00:00,0.0,0.0,0.0,-0.0008610567514677481,0.01669054931682185,0.0,-127.64,72.36,127.64,127.64,0.0,0.6382,127.64,127.64,1,0.0,0.6382,0.6382,"[{'reason': None, 'created': Timestamp('2019-01-02 06:30:00+0000', tz='UTC'), 'stop_reached': False, 'limit': None, 'filled': 1, 'stop': None, 'amount': 1, 'sid': Equity(1 [LKTB]), 'limit_reached': False, 'status': 1, 'dt': Timestamp('2019-01-03 06:30:00+0000', tz='UTC'), 'id': '6b20a37fd4d7452681dafe4325179ec1', 'commission': 0}]",2019-01-03 06:30:00+00:00,2019-01,2019-01-03 00:01:00+00:00,0.0,200.0,"[{'sid': Equity(1 [LKTB]), 'cost_basis': 127.64, 'last_sale_price': 127.64, 'amount': 1}]",127.64,0.0,,0.0,0.0,0,,200.0,0.0,0.0,2,"[{'sid': Equity(1 [LKTB]), 'price': 127.64, 'dt': Timestamp('2019-01-03 06:30:00+0000', tz='UTC'), 'commission': None, 'order_id': '6b20a37fd4d7452681dafe4325179ec1', 'amount': 1}]",0.0
2019-01-04 06:30:00+00:00,0.0032078029864687353,-0.00034999999999996145,-0.026474682216186735,-0.0014090019569471535,0.011851509530433155,0.024714390382067374,0.0,72.36,127.57000000000001,127.57000000000001,0.0,0.6380733256639824,127.57000000000001,127.57000000000001,1,-0.0003499999999999659,0.6382,0.6380733256639824,[],2019-01-04 06:30:00+00:00,2019-01,2019-01-04 00:01:00+00:00,-0.06999999999999318,199.93,"[{'sid': Equity(1 [LKTB]), 'cost_basis': 127.64, 'last_sale_price': 127.57000000000001, 'amount': 1}]",127.57000000000001,-0.00034999999999996145,-9.16515138991168,0.0,0.0,0,-9.165151389911678,72.36,127.64,127.64,3,[],0.0
2019-01-07 06:30:00+00:00,0.005670181582483223,-0.0010999999999999899,-0.029596984742491887,-0.002583170254403022,0.011182631480469298,0.24390168129149617,0.0,72.36,127.42,127.42,0.0,0.6378015817399139,127.42,127.42,1,-0.0010999999999999942,0.6382,0.6378015817399139,[],2019-01-07 06:30:00+00:00,2019-01,2019-01-07 00:01:00+00:00,-0.15000000000000568,199.78,"[{'sid': Equity(1 [LKTB]), 'cost_basis': 127.64, 'last_sale_price': 127.42, 'amount': 1}]",127.42,-0.000750262591907247,-12.224748410931378,0.0,0.0,0,-10.548640380451733,72.36,127.57000000000001,127.57000000000001,4,[],0.0
2019-01-08 06:30:00+00:00,0.006622617715714771,-0.0019999999999998908,-0.024034274302980538,-0.003992172211350287,0.011108250682489338,0.38132622956483864,0.0,72.36,127.24000000000001,127.24000000000001,0.0,0.6374749498997996,127.24000000000001,127.24000000000001,1,-0.0019999999999998864,0.6382,0.6374749498997996,[],2019-01-08 06:30:00+00:00,2019-01,2019-01-08 00:01:00+00:00,-0.1799999999999784,199.60000000000002,"[{'sid': Equity(1 [LKTB]), 'cost_basis': 127.64, 'last_sale_price': 127.24000000000001, 'amount': 1}]",127.24000000000001,-0.0009009910901991436,-15.230108381285921,0.0,0.0,0,-11.611292434354333,72.36,127.42,127.42,5,[],0.0
2019-01-09 06:30:00+00:00,0.007271404333377767,-0.0017499999999999183,-0.0064195811292663526,-0.003600782778864886,0.012587232375863807,0.4432931863451909,0.0,72.36,127.29,127.29,0.0,0.6375657400450789,127.29,127.29,1,-0.0019999999999998864,0.6382,0.6375657400450789,[],2019-01-09 06:30:00+00:00,2019-01,2019-01-09 00:01:00+00:00,0.04999999999998295,199.65,"[{'sid': Equity(1 [LKTB]), 'cost_basis': 127.64, 'last_sale_price': 127.29, 'amount': 1}]",127.29,0.00025050100200396663,-10.112436221813391,0.0,0.0,0,-9.272836363043137,72.36,127.24000000000001,127.24000000000001,6,[],0.0
2019-01-10 06:30:00+00:00,0.010676588667218503,-0.0006499999999999284,0.012835699845529746,-0.00187866927592939,0.01809206291163411,0.5358301520842906,0.0,72.36,127.51,127.51,0.0,0.6379646770400761,127.51,127.51,1,-0.0019999999999998864,0.6382,0.6379646770400761,[],2019-01-10 06:30:00+00:00,2019-01,2019-01-10 00:01:00+00:00,0.21999999999999886,199.87,"[{'sid': Equity(1 [LKTB]), 'cost_basis': 127.64, 'last_sale_price': 127.51, 'amount': 1}]",127.51,0.001101928374655614,-2.187747015842372,0.0,0.0,0,-3.181570211211962,72.36,127.29,127.29,7,[],0.0
2019-01-11 06:30:00+00:00,0.01214788301433083,-0.0019999999999997797,0.009462065877188144,-0.003992172211350176,0.01970547708220821,0.5759185379546452,0.0,72.36,127.24000000000001,127.24000000000001,0.0,0.6374749498997996,127.24000000000001,127.24000000000001,1,-0.0019999999999998864,0.6382,0.6374749498997996,[],2019-01-11 06:30:00+00:00,2019-01,2019-01-11 00:01:00+00:00,-0.2699999999999818,199.60000000000002,"[{'sid': Equity(1 [LKTB]), 'cost_basis': 127.64, 'last_sale_price': 127.24000000000001, 'amount': 1}]",127.24000000000001,-0.0013508780707458534,-5.185317044604215,0.0,0.0,0,-6.157685827567564,72.36,127.51,127.51,8,[],0.0
2019-01-14 06:30:00+00:00,0.015540708959373446,-0.00024999999999986144,0.013808537017725647,-0.0012524461839527046,0.025209215961739407,0.5947875336639633,0.0,72.36,127.59,127.59,0.0,0.6381095273818456,127.59,127.59,1,-0.0019999999999998864,0.6382,0.6381095273818456,[],2019-01-14 06:30:00+00:00,2019-01,2019-01-14 00:01:00+00:00,0.3499999999999659,199.95,"[{'sid': Equity(1 [LKTB]), 'cost_basis': 127.64, 'last_sale_price': 127.59, 'amount': 1}]",127.59,0.0017535070140279885,-0.443575010550081,0.0,0.0,0,-0.7147526437962582,72.36,127.24000000000001,127.24000000000001,9,[],0.0
2019-01-15 06:30:00+00:00,0.014889268428030077,0.00025000000000030553,0.013273767542756032,-0.0004696673189820144,0.024213826993578002,0.5939617224607344,0.0,72.36,127.69,127.69,0.0,0.6382904273931517,127.69,127.69,1,-0.0019999999999998864,0.6382904273931517,0.6382904273931517,[],2019-01-15 06:30:00+00:00,2019-01,2019-01-15 00:01:00+00:00,0.10000000000002274,200.05,"[{'sid': Equity(1 [LKTB]), 'cost_basis': 127.64, 'last_sale_price': 127.69, 'amount': 1}]",127.69,0.0005001250312579586,0.42977448435983007,0.0,0.0,0,0.6993758061387298,72.36,127.59,127.59,10,[],0.0
