Date,Open,High,Low,Close,Volume,OpenInt
2011-09-23,101.62,102.02,101.62,101.96,8582,9928
2011-09-26,102.26,102.26,101.1,101.12,11825,11347
2011-09-27,101.41,101.68,101.12,101.53,14066,11828
2011-09-28,101.45,101.45,100.61,100.82,11395,11683
2011-09-29,100.71,100.96,100.41,100.61,10628,11462
2011-09-30,100.61,100.75,100.11,100.11,7379,11593
2011-10-04,100.11,101.7,100.11,101.44,10626,10915
2011-10-05,101.51,101.8,101.45,101.61,9959,10740
2011-10-06,101.61,101.9,101.16,101.37,12460,11481
2011-10-07,101.28,101.37,101.07,101.26,7877,12066
2011-10-10,101.13,101.63,100.97,101.11,13398,12455
2011-10-11,101.06,101.29,100.88,100.99,12523,12077
2011-10-12,101.05,101.38,100.92,101.34,10958,12773
2011-10-13,101.41,101.9,101.41,101.83,13567,12375
2011-10-14,101.8,102.2,101.79,101.91,14957,11771
2011-10-17,101.71,101.73,101.07,101.24,10931,12462
2011-10-18,101.39,101.51,101.16,101.31,10986,12375
2011-10-19,101.31,101.43,101.11,101.23,11374,12254
2011-10-20,101.21,101.34,101.03,101.11,11916,11943
2011-10-21,101.01,101.1,100.36,100.48,11473,11583
2011-10-24,100.66,100.7,100.1,100.31,13568,11644
2011-10-25,100.31,100.57,100.26,100.3,15438,11678
2011-10-26,100.56,100.69,100.47,100.56,9958,11473
2011-10-27,100.38,100.78,100.37,100.5,16441,11581
2011-10-28,100.21,100.36,99.91,100.36,11170,11391
2011-10-31,100.56,101.1,100.48,101.06,19461,11105
2011-11-01,101.28,101.47,101.16,101.16,17491,10802
2011-11-02,101.52,101.52,101.17,101.21,16035,11476
2011-11-03,101.31,101.59,101.3,101.41,17255,11264
2011-11-04,101.41,101.41,101.17,101.22,11170,11033
2011-11-07,101.26,101.39,101.19,101.33,16213,11850
2011-11-08,101.33,101.76,101.33,101.64,16975,12679
2011-11-09,101.49,101.91,101.49,101.75,17743,13269
2011-11-10,102.21,102.21,101.84,102,20094,12822
2011-11-11,101.9,102.26,101.62,101.75,15400,13343
2011-11-14,101.58,101.58,101.16,101.16,14051,14225
2011-11-15,101.26,101.51,101.26,101.51,19808,14373
2011-11-16,101.51,101.89,101.13,101.88,18769,14375
2011-11-17,101.8,102.05,101.29,101.61,19497,14679
2011-11-18,101.69,101.73,101.49,101.69,19564,16306
2011-11-21,101.58,101.91,101.45,101.81,20505,18555
2011-11-22,101.82,101.96,101.81,101.86,35602,21153
2011-11-23,102.01,102.14,101.8,102.11,31029,18432
2011-11-24,102.17,102.2,102,102.08,18274,19110
2011-11-25,102.09,102.1,101.46,101.61,17149,18413
2011-11-28,101.51,101.74,101.39,101.57,14440,18451
2011-11-29,101.62,101.69,101.47,101.51,16636,18264
2011-11-30,101.52,102.06,101.51,102.06,26091,16578
2011-12-01,101.71,101.97,101.63,101.64,18999,17063
2011-12-02,101.7,101.93,101.64,101.84,16860,16363
2011-12-05,101.84,101.96,101.84,101.85,15363,16501
2011-12-06,101.82,101.93,101.73,101.84,21750,16593
2011-12-07,101.75,101.85,101.73,101.78,16776,16497
2011-12-08,101.91,102,101.52,101.72,14098,14995
2011-12-09,101.81,101.82,101.57,101.78,14409,15005
2011-12-12,101.58,101.65,101.53,101.61,19064,15409
2011-12-13,101.65,101.86,101.63,101.71,73695,14926
2011-12-14,101.81,101.89,101.73,101.87,65893,14833
2011-12-15,101.98,101.99,101.83,101.87,49144,15140
2011-12-16,101.81,101.87,101.68,101.86,48156,11776
2011-12-19,101.85,101.89,100.17,101.08,21585,7508
2011-12-20,101.22,101.52,101.17,101.5,46877,12333
2011-12-21,101.39,101.52,101.36,101.48,39383,12429
2011-12-22,101.37,102.08,101.37,101.46,51831,12552
2011-12-23,101.42,101.42,101.22,101.31,29224,12952
2011-12-26,101.26,101.38,101.19,101.36,20257,13049
2011-12-27,101.36,101.42,101.28,101.36,16898,14030
2011-12-28,101.32,101.5,101.32,101.42,17318,13123
2011-12-29,101.5,102.06,101.5,101.92,12451,13161
2012-01-02,102.03,102.03,101.82,101.92,16395,13508
2012-01-03,101.83,101.92,101.67,101.8,21500,12965
2012-01-04,101.75,101.81,101.69,101.73,30370,12545
2012-01-05,101.78,101.92,101.7,101.89,24668,12147
2012-01-06,101.9,102.02,101.71,101.85,26846,12288
2012-01-09,101.83,101.97,101.76,101.78,27064,12280
2012-01-10,101.81,101.88,101.75,101.8,19797,11810
2012-01-11,101.81,101.84,101.71,101.83,17209,12005
2012-01-12,101.84,101.9,101.84,101.85,20913,12574
2012-01-13,101.81,101.98,101.73,101.79,23145,13822
2012-01-16,101.87,101.91,101.8,101.84,20448,12936
2012-01-17,101.83,101.86,101.66,101.67,19438,13055
2012-01-18,101.75,101.9,101.7,101.78,25749,12744
2012-01-19,101.81,101.85,101.76,101.8,19607,13407
2012-01-20,101.76,101.76,101.5,101.58,19526,13028
2012-01-25,101.62,101.71,101.53,101.53,22045,12461
2012-01-26,101.63,101.7,101.49,101.49,19645,13214
2012-01-27,101.58,101.7,101.58,101.7,22976,12947
2012-01-30,101.79,102.01,101.74,102.01,23526,12949
2012-01-31,102.08,102.15,101.9,102,34896,12241
2012-02-01,102.13,102.22,102.08,102.13,25743,13277
2012-02-02,102.06,102.09,102,102,30795,13390
2012-02-03,101.98,102.12,101.91,101.91,36981,12824
2012-02-06,101.76,101.89,101.76,101.89,27311,14874
2012-02-07,101.9,101.94,101.64,101.67,30737,15029
2012-02-08,101.65,101.65,101.42,101.48,36895,15625
2012-02-09,101.56,101.76,101.41,101.55,35231,15488
2012-02-10,101.53,101.66,101.46,101.62,34989,15025
2012-02-13,101.68,101.68,101.39,101.42,25885,14551
2012-02-14,101.48,101.6,101.45,101.53,38153,15153
2012-02-15,101.61,101.63,101.46,101.46,38259,16110
2012-02-16,101.59,101.64,101.54,101.61,49861,15856
2012-02-17,101.48,101.51,101.4,101.43,40160,16117
2012-02-20,101.37,101.39,101.2,101.3,45453,16194
2012-02-21,101.33,101.53,101.33,101.34,62365,16594
2012-02-22,101.36,101.43,101.28,101.32,44015,16683
2012-02-23,101.43,101.5,101.4,101.46,53311,16892
2012-02-24,101.45,101.5,101.39,101.5,52584,17003
2012-02-27,101.54,101.65,101.54,101.58,43487,16723
2012-02-28,101.68,101.82,101.64,101.8,54252,17265
2012-02-29,101.7,101.76,101.61,101.61,45617,17384
2012-03-02,101.38,101.47,101.29,101.31,65992,17621
2012-03-05,101.4,101.4,101,101.05,59774,18557
2012-03-06,101.05,101.1,100.94,101.08,75262,18683
2012-03-07,101.21,101.25,100.95,100.95,98353,19783
2012-03-08,100.9,101.28,100.88,101.24,92949,18546
2012-03-09,101.15,101.35,101.1,101.15,75617,19007
2012-03-12,101.23,101.4,101.22,101.35,78463,17954
2012-03-13,101.33,101.4,101.27,101.31,83771,16514
2012-03-14,101.07,101.13,100.9,101.08,91005,17759
2012-03-15,100.78,100.81,100.58,100.62,70602,17018
2012-03-16,100.59,100.76,100.3,100.36,68767,15936
2012-03-19,100.36,100.38,99.96,100.08,32257,9077
2012-03-20,99.92,100.19,99.8,100.08,45143,12434
2012-03-21,100.14,100.14,99.71,99.71,45973,12933
2012-03-22,99.82,99.89,99.47,99.52,53444,15034
2012-03-23,99.62,99.66,99.34,99.58,61241,16203
2012-03-26,99.72,100.05,99.67,99.85,60105,16999
2012-03-27,99.85,100.09,99.78,99.78,40251,15870
2012-03-28,99.95,100.14,99.94,100.14,61733,16995
2012-03-29,100.21,100.27,99.94,100.27,58694,18833
2012-03-30,100.1,100.63,100.1,100.57,38275,19044
2012-04-02,100.45,100.49,100.21,100.26,52054,20180
2012-04-03,100.28,100.56,100.17,100.5,62061,20513
2012-04-04,100.23,100.47,100.2,100.47,45577,21031
2012-04-05,100.63,100.72,100.36,100.37,61541,20587
2012-04-06,100.48,100.59,100.36,100.55,52052,21295
2012-04-09,100.98,101.17,100.88,100.97,42877,21656
2012-04-10,100.97,101.09,100.79,100.97,55572,21273
2012-04-12,101.02,101.08,100.93,100.99,51168,21286
2012-04-13,100.98,101.07,100.87,101.04,43798,22140
2012-04-16,101.63,101.63,101.29,101.31,26111,20681
2012-04-17,101.29,101.49,101.28,101.4,49573,19511
2012-04-18,101.27,101.38,101.27,101.28,44082,19839
2012-04-19,101.37,101.4,101.28,101.32,38117,20577
2012-04-20,101.37,101.58,101.37,101.58,43139,20720
2012-04-23,101.58,101.6,101.4,101.49,51006,20635
2012-04-24,101.61,101.63,101.43,101.43,39313,20836
2012-04-25,101.32,101.37,101.25,101.28,35453,21323
2012-04-26,101.33,101.35,101.27,101.32,43686,22298
2012-04-27,101.48,101.74,101.43,101.72,47598,21867
2012-04-30,101.75,101.93,101.7,101.92,58579,22305
2012-05-02,101.91,101.97,101.8,101.8,50661,22136
2012-05-03,101.9,102.04,101.89,102.02,45564,22695
2012-05-04,102.08,102.12,101.94,102.09,60465,23737
2012-05-07,102.27,102.59,102.27,102.38,39379,21969
2012-05-08,102.35,102.38,102.18,102.2,59905,22405
2012-05-09,102.43,102.47,102.27,102.31,59065,22184
2012-05-10,102.32,102.36,102.06,102.15,47564,21561
2012-05-11,102.22,102.51,102.14,102.51,57250,22167
2012-05-14,102.49,102.57,102.43,102.46,53562,22143
2012-05-15,102.8,102.83,102.53,102.53,48012,23931
2012-05-16,102.65,102.7,102.34,102.65,47705,24368
2012-05-17,102.59,102.66,102.45,102.58,43609,24702
2012-05-18,102.7,102.86,102.6,102.85,31078,25353
2012-05-21,102.69,102.74,102.54,102.56,34481,24239
2012-05-22,102.47,102.65,102.47,102.65,36951,24879
2012-05-23,102.62,102.79,102.62,102.65,28140,25558
2012-05-24,102.75,102.76,102.61,102.68,24508,25789
2012-05-25,102.63,102.74,102.61,102.72,24567,26100
2012-05-29,102.72,102.78,102.61,102.61,26508,26660
2012-05-30,102.61,102.79,102.61,102.75,38274,27733
2012-05-31,102.99,103.14,102.96,103.14,35967,26973
2012-06-01,103.27,103.59,103.27,103.58,42984,26280
2012-06-04,103.93,104.25,103.84,104.21,49708,24965
2012-06-05,104.02,104.02,103.72,103.74,68349,23586
2012-06-07,103.32,103.53,103.21,103.43,56920,24105
2012-06-08,103.5,104.23,103.5,104.19,31293,23027
2012-06-11,103.89,103.92,103.3,103.4,55923,21852
2012-06-12,103.76,103.89,103.43,103.74,57161,21019
2012-06-13,103.48,103.62,103.38,103.59,57435,19986
2012-06-14,103.72,103.82,103.6,103.6,47437,19167
2012-06-15,103.59,103.68,103.44,103.6,44112,15604
2012-06-18,103.28,103.42,103.1,103.31,36212,9697
2012-06-19,103.44,103.6,103.44,103.55,34415,14586
2012-06-20,103.44,103.45,103.1,103.33,56369,15937
2012-06-21,103.23,103.5,103.06,103.45,70454,17222
2012-06-22,103.61,103.74,103.57,103.61,74105,18663
2012-06-25,103.44,103.7,103.4,103.7,58062,19015
2012-06-26,103.85,103.88,103.6,103.6,89911,19288
2012-06-27,103.63,103.86,103.63,103.82,88229,19391
2012-06-28,103.78,104.03,103.75,103.85,76398,21060
2012-06-29,104.05,104.09,103.39,103.57,82417,20899
2012-07-02,103.57,103.75,103.35,103.75,63351,22317
2012-07-03,103.84,103.97,103.78,103.95,69786,22778
2012-07-04,103.85,104.16,103.82,104.16,60385,24955
2012-07-05,104.16,104.36,104.06,104.25,66698,25812
2012-07-06,104.37,104.64,104.24,104.39,66230,24972
2012-07-09,104.58,104.64,104.39,104.52,52710,25340
2012-07-10,104.45,104.71,104.27,104.44,75244,25766
2012-07-11,104.51,104.68,104.37,104.68,46303,24986
2012-07-12,104.76,106.65,104.68,106.64,44019,25487
2012-07-13,106.55,107.35,106.53,107,39170,26477
2012-07-16,106.9,107.25,106.83,107.11,57747,24757
2012-07-17,107.3,107.7,107.22,107.51,66307,25932
2012-07-18,107.45,107.96,107.44,107.84,59532,25037
2012-07-19,107.87,108.35,107.56,107.56,55944,25985
2012-07-20,107.65,107.89,107.42,107.89,57743,27289
2012-07-23,108.3,108.68,108.2,108.68,50712,26412
2012-07-24,108.72,108.85,108.38,108.55,59272,28503
2012-07-25,109,109.39,108.97,109.24,54714,27044
2012-07-26,109.13,109.32,108.98,109,59890,25897
2012-07-27,108.65,108.76,108.06,108.11,44618,24629
2012-07-30,107.5,108.29,107.45,108.1,67118,24681
2012-07-31,108.15,108.49,107.7,107.95,53923,24630
2012-08-01,108.43,108.46,107.91,107.91,70423,23990
2012-08-02,108.01,108.4,108,108.3,57659,24284
2012-08-03,108.93,109.05,108.74,109,60660,24795
2012-08-06,108.55,109.05,108.48,108.95,53530,25657
2012-08-07,108.99,109.04,108.88,109.03,54941,26563
2012-08-08,108.97,109.23,108.77,109.15,50424,27074
2012-08-09,109.19,109.2,108.58,108.75,42610,28514
2012-08-10,108.61,108.98,108.55,108.95,44145,28383
2012-08-13,108.94,108.97,108.66,108.71,45392,29138
2012-08-14,108.7,108.7,108.25,108.31,51842,30619
2012-08-16,107.89,107.89,106.96,107.2,67690,32712
2012-08-17,107.35,107.64,107.15,107.58,67317,32862
2012-08-20,107.47,107.62,107.31,107.31,62113,30529
2012-08-21,107.2,107.8,107.2,107.78,67405,28855
2012-08-22,107.84,108.1,107.58,107.67,82297,28675
2012-08-23,108.2,108.28,107.93,108.12,69203,28916
2012-08-24,108.2,108.55,108.2,108.55,60906,29096
2012-08-27,108.78,108.78,108.27,108.75,115416,28183
2012-08-28,108.7,108.95,108.57,108.67,71789,27604
2012-08-29,108.8,109.05,108.79,108.98,83809,28048
2012-08-30,109,109.21,108.93,109.04,74488,27987
2012-08-31,109.06,109.25,109.04,109.21,69988,27245
2012-09-03,109.61,109.62,109.26,109.32,61838,28821
2012-09-04,109.41,109.55,109.14,109.15,84638,28475
2012-09-05,109.25,109.6,109.25,109.6,79251,28454
2012-09-06,109.59,109.59,109.37,109.53,80869,28069
2012-09-07,108.89,109.13,108.7,108.85,75980,28757
2012-09-10,109.15,109.22,108.85,109.01,76386,28873
2012-09-11,109.08,109.36,109.05,109.28,62822,29224
2012-09-12,109.18,109.23,108.94,109.15,64556,29763
2012-09-13,109.05,109.2,108.38,108.72,38269,30471
2012-09-14,108.39,108.78,108.28,108.68,54139,28165
2012-09-17,107.95,108.32,107.37,108.25,63142,19776
2012-09-18,108.83,108.91,108.61,108.8,79804,21078
2012-09-19,108.85,108.85,108.47,108.5,89791,25223
2012-09-20,108.7,109.35,108.6,109.35,101213,27217
2012-09-21,109.18,109.34,109.01,109.05,85301,27314
2012-09-24,109.15,109.29,109.02,109.22,70697,28264
2012-09-25,109.31,109.41,109.11,109.25,79647,28088
2012-09-26,109.41,109.45,109.24,109.32,73560,28080
2012-09-27,109.57,109.58,109.17,109.17,86290,28355
2012-09-28,109.3,109.63,109.25,109.47,61399,28063
2012-10-02,109.59,110.02,109.48,109.99,28712,28297
2012-10-04,109.94,110.23,109.93,110.18,47772,28356
2012-10-05,110.05,110.27,109.96,110.14,57603,28859
2012-10-08,110,110.14,109.96,110.06,45293,29956
2012-10-09,110.14,110.17,109.91,110,56114,31291
2012-10-10,110.11,110.6,110.11,110.53,49994,31634
2012-10-11,110.69,110.94,110.27,110.33,41058,32901
2012-10-12,110.43,110.43,110.1,110.13,47703,34559
2012-10-15,110.19,110.36,110.09,110.21,48969,33541
2012-10-16,110.13,110.34,110.01,110.01,59489,34876
2012-10-17,109.79,109.92,109.74,109.82,53329,34108
2012-10-18,109.42,109.63,109.27,109.32,59242,33452
2012-10-19,109.45,109.51,109.31,109.47,45160,34483
2012-10-22,109.85,109.85,109.14,109.14,63784,34880
2012-10-23,109.25,109.41,109,109.4,67151,36453
2012-10-24,109.6,109.65,109.41,109.53,61862,36464
2012-10-25,109.51,109.71,109.39,109.57,52378,36495
2012-10-26,109.62,109.88,109.52,109.82,60415,35571
2012-10-29,109.88,109.9,109.7,109.76,63367,36246
2012-10-30,109.84,109.9,109.61,109.84,64890,35995
2012-10-31,109.8,110.09,109.77,109.95,65857,36562
2012-11-01,110.02,110.07,109.92,109.98,69804,36046
2012-11-02,109.79,109.91,109.7,109.9,77209,36651
2012-11-05,110.02,110.02,109.66,109.66,78224,37445
2012-11-06,109.75,109.83,109.59,109.8,73448,37061
2012-11-07,109.67,109.88,109.66,109.8,63330,36329
2012-11-08,109.97,110.15,109.91,110.05,68048,37516
2012-11-09,110.16,110.27,109.81,109.85,74502,38146
2012-11-12,109.82,109.9,109.73,109.78,75672,38989
2012-11-13,109.79,110.05,109.79,110.05,77180,41015
2012-11-14,110.04,110.04,109.87,109.95,85347,39351
2012-11-15,110.07,110.12,110,110,70558,40379
2012-11-16,110.07,110.1,109.97,110.1,66862,39951
2012-11-19,110,110.02,109.85,109.9,56580,37915
2012-11-20,109.8,109.85,109.76,109.82,44240,38970
2012-11-21,109.71,109.92,109.65,109.82,66028,39998
2012-11-22,109.71,109.71,109.55,109.55,56916,41199
2012-11-23,109.59,109.6,109.22,109.37,49301,43678
2012-11-26,109.29,109.55,109.28,109.53,55947,44035
2012-11-27,109.4,109.46,109.23,109.38,54230,42819
2012-11-28,109.46,109.57,109.42,109.56,45890,42090
2012-11-29,109.47,109.56,109.43,109.54,34116,42519
2012-11-30,109.64,109.65,109.41,109.42,35520,41631
2012-12-03,109.43,109.52,109.28,109.39,50044,42846
2012-12-04,109.41,109.48,109.32,109.35,42211,43231
2012-12-05,109.41,109.42,108.85,108.95,44797,43050
2012-12-06,108.95,109.03,108.78,109.02,49634,43254
2012-12-07,109.05,109.19,108.89,109.19,41955,43189
2012-12-10,109.08,109.1,108.82,108.87,49531,43767
2012-12-11,108.89,108.94,108.81,108.83,46857,43630
2012-12-12,108.73,108.89,108.66,108.89,46923,42650
2012-12-13,108.79,108.79,108.3,108.46,53603,43373
2012-12-14,108.4,108.61,108.4,108.42,51895,38009
2012-12-17,108.5,108.5,108.36,108.36,52727,21292
2012-12-18,108.25,108.27,108.03,108.03,61833,33423
2012-12-20,107.92,108.21,107.92,108.01,59118,34192
2012-12-21,107.97,108.28,107.85,108.18,66299,34939
