date,open,high,low,close,volume,openinterest
2008.8.20,72.67,72.67,72.67,72.67,0,33
2008.8.21,72.67,72.67,72.67,72.67,0,33
2008.8.22,72.67,72.67,72.67,72.67,0,33
2008.8.25,72.67,72.67,72.67,72.67,0,33
2008.8.26,72.67,72.67,72.67,72.67,0,33
2008.8.27,72.67,72.67,72.67,72.67,0,33
2008.8.28,72.67,72.67,72.67,72.67,0,33
2008.8.29,72.67,72.67,72.67,72.67,0,33
2008.9.1,72.67,72.67,72.67,72.67,0,33
2008.9.2,72.67,72.67,72.67,72.67,0,33
2008.9.3,71.55,71.55,71.55,71.55,0,33
2008.9.4,71.55,71.55,71.55,71.55,0,33
2008.9.5,72.63,72.63,72.63,72.63,0,33
2008.9.8,72.63,72.63,72.63,72.63,0,33
2008.9.9,72.63,72.63,72.63,72.63,0,33
2008.9.10,72.63,72.63,72.63,72.63,0,33
2008.9.11,72.73,72.73,72.73,72.73,0,33
2008.9.12,73.29,73.29,73.23,73.23,29,4
2008.9.16,73.23,73.23,73.23,73.23,0,0
2008.9.17,73.23,73.23,73.23,73.23,0,0
2008.9.18,73.23,73.23,73.23,73.23,0,0
2008.9.19,73.23,73.23,73.23,73.23,0,0
2008.9.22,73.23,73.23,73.23,73.23,0,0
2008.9.23,73.23,73.23,73.23,73.23,0,0
2008.9.24,73.23,73.23,73.23,73.23,0,0
2008.9.25,73.23,73.23,73.23,73.23,0,0
2008.9.26,73.23,73.23,73.23,73.23,0,0
2008.9.29,73.23,73.23,73.23,73.23,0,0
2008.9.30,73.23,73.23,73.23,73.23,0,0
2008.10.1,73.23,73.23,73.23,73.23,0,0
2008.10.2,73.23,73.23,73.23,73.23,0,0
2008.10.6,73.23,73.23,73.23,73.23,0,0
2008.10.7,73.23,73.23,73.23,73.23,0,0
2008.10.8,73.23,73.23,73.23,73.23,0,0
2008.10.9,73.23,73.23,73.23,73.23,0,0
2008.10.10,77.39,77.39,77.39,77.39,0,0
2008.10.13,77.39,77.39,77.39,77.39,0,0
2008.10.14,77.39,77.39,77.39,77.39,0,0
2008.10.15,77.39,77.39,77.39,77.39,0,0
2008.10.16,77.39,77.39,77.39,77.39,0,0
2008.10.17,77.39,77.39,77.39,77.39,0,0
2008.10.20,77.39,77.39,77.39,77.39,0,0
2008.10.21,77.39,77.39,77.39,77.39,0,0
2008.10.22,77.39,77.39,77.39,77.39,0,0
2008.10.23,77.39,77.39,77.39,77.39,0,0
2008.10.24,77.39,77.39,77.39,77.39,0,0
2008.10.27,77.39,77.39,77.39,77.39,0,0
2008.10.28,77.39,77.39,77.39,77.39,0,0
2008.10.29,77.39,77.39,77.39,77.39,0,0
2008.10.30,77.39,77.39,77.39,77.39,0,0
2008.10.31,77.39,77.39,77.39,77.39,0,0
2008.11.3,77.39,77.39,77.39,77.39,0,0
2008.11.4,77.39,77.39,77.39,77.39,0,0
2008.11.5,77.39,77.39,77.39,77.39,0,0
2008.11.6,77.39,77.39,77.39,77.39,0,0
2008.11.7,77.39,77.39,77.39,77.39,0,0
2008.11.10,77.39,77.39,77.39,77.39,0,0
2008.11.11,77.39,77.39,77.39,77.39,0,0
2008.11.12,77.39,77.39,77.39,77.39,0,0
2008.11.13,77.39,77.39,77.39,77.39,0,0
2008.11.14,74.47,74.47,74.47,74.47,0,0
2008.11.17,74.47,74.47,74.47,74.47,0,0
2008.11.18,74.47,74.47,74.47,74.47,0,0
2008.11.19,74.47,74.47,74.47,74.47,0,0
2008.11.20,74.47,74.47,74.47,74.47,0,0
2008.11.21,74.47,74.47,74.47,74.47,0,0
2008.11.24,74.47,74.47,74.47,74.47,0,0
2008.11.25,74.47,74.47,74.47,74.47,0,0
2008.11.26,74.47,74.47,74.47,74.47,0,0
2008.11.27,74.47,74.47,74.47,74.47,0,0
2008.11.28,74.47,74.47,74.47,74.47,0,0
2008.12.1,74.47,74.47,74.47,74.47,0,0
2008.12.2,74.47,74.47,74.47,74.47,0,0
2008.12.3,74.47,74.47,74.47,74.47,0,0
2008.12.4,77.85,77.85,77.85,77.85,0,0
2008.12.5,77.85,77.85,77.85,77.85,0,0
2008.12.8,77.85,77.85,77.85,77.85,0,0
2008.12.9,77.85,77.85,77.85,77.85,0,0
2008.12.10,77.85,77.85,77.85,77.85,0,0
2008.12.11,77.85,77.85,77.85,77.85,0,0
2008.12.12,77.85,77.85,77.85,77.85,0,0
2008.12.15,80.51,80.51,80.51,80.51,0,0
2008.12.16,83.23,83.23,83.23,83.23,0,0
2008.12.17,83.23,83.23,83.23,83.23,0,0
2008.12.18,83.23,83.23,83.23,83.23,0,0
2008.12.19,83.23,83.23,83.23,83.23,0,0
2008.12.22,83.23,83.23,83.23,83.23,0,0
2008.12.23,83.23,83.23,83.23,83.23,0,0
2008.12.24,83.23,83.23,83.23,83.23,0,0
2008.12.26,83.23,83.23,83.23,83.23,0,0
2008.12.29,83.23,83.23,83.23,83.23,0,0
2008.12.30,86.07,86.07,86.07,86.07,0,0
2009.1.2,86.07,86.07,86.07,86.07,0,0
2009.1.5,86.07,86.07,86.07,86.07,0,0
2009.1.6,86.07,86.07,86.07,86.07,0,0
2009.1.7,86.07,86.07,86.07,86.07,0,0
2009.1.8,86.07,86.07,86.07,86.07,0,0
2009.1.9,86.07,86.07,86.07,86.07,0,0
2009.1.12,86.07,86.07,86.07,86.07,0,0
2009.1.13,86.07,86.07,86.07,86.07,0,0
2009.1.14,86.07,86.07,86.07,86.07,0,0
2009.1.15,86.07,86.07,86.07,86.07,0,0
2009.1.16,86.07,86.07,86.07,86.07,0,0
2009.1.19,86.07,86.07,86.07,86.07,0,0
2009.1.20,86.07,86.07,86.07,86.07,0,0
2009.1.21,86.07,86.07,86.07,86.07,0,0
2009.1.22,86.07,86.07,86.07,86.07,0,0
2009.1.23,86.07,86.07,86.07,86.07,0,0
2009.1.28,86.07,86.07,86.07,86.07,0,0
2009.1.29,86.07,86.07,86.07,86.07,0,0
2009.1.30,86.07,86.07,86.07,86.07,0,0
2009.2.2,86.07,86.07,86.07,86.07,0,0
2009.2.3,81.99,81.99,81.99,81.99,0,0
2009.2.4,81.99,81.99,81.99,81.99,0,0
2009.2.5,81.99,81.99,81.99,81.99,0,0
2009.2.6,81.99,81.99,81.99,81.99,0,0
2009.2.9,81.99,81.99,81.99,81.99,0,0
2009.2.10,81.99,81.99,81.99,81.99,0,0
2009.2.11,81.99,81.99,81.99,81.99,0,0
2009.2.12,81.99,81.99,81.99,81.99,0,0
2009.2.13,81.99,81.99,81.99,81.99,0,0
2009.2.16,81.99,81.99,81.99,81.99,0,0
2009.2.17,81.99,81.99,81.99,81.99,0,0
2009.2.18,81.99,81.99,81.99,81.99,0,0
2009.2.19,81.99,81.99,81.99,81.99,0,0
2009.2.20,81.99,81.99,81.99,81.99,0,0
2009.2.23,81.99,81.99,81.99,81.99,0,0
2009.2.24,81.99,81.99,81.99,81.99,0,0
2009.2.25,81.99,81.99,81.99,81.99,0,0
2009.2.26,81.99,81.99,81.99,81.99,0,0
2009.2.27,81.99,81.99,81.99,81.99,0,0
2009.3.2,81.99,81.99,81.99,81.99,0,0
2009.3.3,81.99,81.99,81.99,81.99,0,0
2009.3.4,81.99,81.99,81.99,81.99,0,0
2009.3.5,81.99,81.99,81.99,81.99,0,0
2009.3.6,81.99,81.99,81.99,81.99,0,0
2009.3.9,81.99,81.99,81.99,81.99,0,0
2009.3.10,81.99,81.99,81.99,81.99,0,0
2009.3.11,81.99,81.99,81.99,81.99,0,0
2009.3.12,81.99,81.99,81.99,81.99,0,0
2009.3.13,81.99,81.99,81.99,81.99,0,0
2009.3.16,81.99,81.99,81.99,81.99,0,0
2009.3.17,81.99,81.99,81.99,81.99,0,0
2009.3.18,81.99,81.99,81.99,81.99,0,0
2009.3.19,81.99,81.99,81.99,81.99,0,0
2009.3.20,84.99,84.99,84.99,84.99,0,0
2009.3.23,84.99,84.99,84.99,84.99,0,0
2009.3.24,84.99,84.99,84.99,84.99,0,0
2009.3.25,84.99,84.99,84.99,84.99,0,0
2009.3.26,84.99,84.99,84.99,84.99,0,0
2009.3.27,84.99,84.99,84.99,84.99,0,0
2009.3.30,84.99,84.99,84.99,84.99,0,0
2009.3.31,84.99,84.99,84.99,84.99,0,0
2009.4.1,84.99,84.99,84.99,84.99,0,0
2009.4.2,84.99,84.99,84.99,84.99,0,0
2009.4.3,84.99,84.99,84.99,84.99,0,0
2009.4.6,84.99,84.99,84.99,84.99,0,0
2009.4.7,84.99,84.99,84.99,84.99,0,0
2009.4.8,84.99,84.99,84.99,84.99,0,0
2009.4.9,84.99,84.99,84.99,84.99,0,0
2009.4.10,84.99,84.99,84.99,84.99,0,0
2009.4.13,84.99,84.99,84.99,84.99,0,0
2009.4.14,84.99,84.99,84.99,84.99,0,0
2009.4.15,84.99,84.99,84.99,84.99,0,0
2009.4.16,84.99,84.99,84.99,84.99,0,0
2009.4.17,84.99,84.99,84.99,84.99,0,0
2009.4.20,84.99,84.99,84.99,84.99,0,0
2009.4.21,84.99,84.99,84.99,84.99,0,0
2009.4.22,84.99,84.99,84.99,84.99,0,0
2009.4.23,84.99,84.99,84.99,84.99,0,0
2009.4.24,84.99,84.99,84.99,84.99,0,0
2009.4.27,84.99,84.99,84.99,84.99,0,0
2009.4.28,84.99,84.99,84.99,84.99,0,0
2009.4.29,84.99,84.99,84.99,84.99,0,0
2009.4.30,84.99,84.99,84.99,84.99,0,0
2009.5.4,84.99,84.99,84.99,84.99,0,0
2009.5.6,84.99,84.99,84.99,84.99,0,0
2009.5.7,84.99,84.99,84.99,84.99,0,0
2009.5.8,84.99,84.99,84.99,84.99,0,0
2009.5.11,84.99,84.99,84.99,84.99,0,0
2009.5.12,84.99,84.99,84.99,84.99,0,0
2009.5.13,84.99,84.99,84.99,84.99,0,0
2009.5.14,84.99,84.99,84.99,84.99,0,0
2009.5.15,84.99,84.99,84.99,84.99,0,0
2009.5.18,84.99,84.99,84.99,84.99,0,0
2009.5.19,84.99,84.99,84.99,84.99,0,0
2009.5.20,84.99,84.99,84.99,84.99,0,0
2009.5.21,84.99,84.99,84.99,84.99,0,0
2009.5.22,84.99,84.99,84.99,84.99,0,0
2009.5.25,84.99,84.99,84.99,84.99,0,0
2009.5.26,84.99,84.99,84.99,84.99,0,0
2009.5.27,84.99,84.99,84.99,84.99,0,0
2009.5.28,84.99,84.99,84.99,84.99,0,0
2009.5.29,84.99,84.99,84.99,84.99,0,0
2009.6.1,84.99,84.99,84.99,84.99,0,0
2009.6.2,84.99,84.99,84.99,84.99,0,0
2009.6.3,84.99,84.99,84.99,84.99,0,0
2009.6.4,84.99,84.99,84.99,84.99,0,0
2009.6.5,84.99,84.99,84.99,84.99,0,0
2009.6.8,84.99,84.99,84.99,84.99,0,0
2009.6.9,81.87,81.87,81.87,81.87,0,0
2009.6.10,81.87,81.87,81.87,81.87,0,0
2009.6.11,81.87,81.87,81.87,81.87,0,0
2009.6.12,81.87,81.87,81.87,81.87,0,0
2009.6.15,81.87,81.87,81.87,81.87,0,0
2009.6.16,81.87,81.87,81.87,81.87,0,0
2009.6.17,81.87,81.87,81.87,81.87,0,0
2009.6.18,81.87,81.87,81.87,81.87,0,0
2009.6.19,81.87,81.87,81.87,81.87,0,0
2009.6.22,81.87,81.87,81.87,81.87,0,0
2009.6.23,81.87,81.87,81.87,81.87,0,0
2009.6.24,81.87,81.87,81.87,81.87,0,0
2009.6.25,81.87,81.87,81.87,81.87,0,0
2009.6.26,81.87,81.87,81.87,81.87,0,0
2009.6.29,81.87,81.87,81.87,81.87,0,0
2009.6.30,81.87,81.87,81.87,81.87,0,0
2009.7.1,81.87,81.87,81.87,81.87,0,0
2009.7.2,84.83,84.83,84.83,84.83,0,0
2009.7.3,84.83,84.83,84.83,84.83,0,0
2009.7.6,84.83,84.83,84.83,84.83,0,0
2009.7.7,84.83,84.83,84.83,84.83,0,0
2009.7.8,84.83,84.83,84.83,84.83,0,0
2009.7.9,84.83,84.83,84.83,84.83,0,0
2009.7.10,84.83,84.83,84.83,84.83,0,0
2009.7.13,84.83,84.83,84.83,84.83,0,0
2009.7.14,84.83,84.83,84.83,84.83,0,0
2009.7.15,84.83,84.83,84.83,84.83,0,0
2009.7.16,84.83,84.83,84.83,84.83,0,0
2009.7.17,84.83,84.83,84.83,84.83,0,0
2009.7.20,84.83,84.83,84.83,84.83,0,0
2009.7.21,84.83,84.83,84.83,84.83,0,0
2009.7.22,84.83,84.83,84.83,84.83,0,0
2009.7.23,84.83,84.83,84.83,84.83,0,0
2009.7.24,84.83,84.83,84.83,84.83,0,0
2009.7.27,84.83,84.83,84.83,84.83,0,0
2009.7.28,84.83,84.83,84.83,84.83,0,0
2009.7.29,84.83,84.83,84.83,84.83,0,0
2009.7.30,84.83,84.83,84.83,84.83,0,0
2009.7.31,84.83,84.83,84.83,84.83,0,0
2009.8.3,84.83,84.83,84.83,84.83,0,0
2009.8.4,84.83,84.83,84.83,84.83,0,0
2009.8.5,84.83,84.83,84.83,84.83,0,0
2009.8.6,84.83,84.83,84.83,84.83,0,0
2009.8.7,84.83,84.83,84.83,84.83,0,0
2009.8.10,84.83,84.83,84.83,84.83,0,0
2009.8.11,84.83,84.83,84.83,84.83,0,0
2009.8.12,84.83,84.83,84.83,84.83,0,0
2009.8.13,84.83,84.83,84.83,84.83,0,0
2009.8.14,84.83,84.83,84.83,84.83,0,0
2009.8.17,82.05,82.05,82.05,82.05,0,0
2009.8.18,82.05,82.05,82.05,82.05,0,0
2009.8.19,82.05,82.05,82.05,82.05,0,0
2009.8.20,82.05,82.05,82.05,82.05,0,0
2009.8.21,82.05,82.05,82.05,82.05,0,0
2009.8.24,82.05,82.05,82.05,82.05,0,0
2009.8.25,82.05,82.05,82.05,82.05,0,0
2009.8.26,82.05,82.05,82.05,82.05,0,0
2009.8.27,82.05,82.05,82.05,82.05,0,0
2009.8.28,82.05,82.05,82.05,82.05,0,0
2009.8.31,82.05,82.05,82.05,82.05,0,0
2009.9.1,82.05,82.05,82.05,82.05,0,0
2009.9.2,82.05,82.05,82.05,82.05,0,0
2009.9.3,82.05,82.05,82.05,82.05,0,0
2009.9.4,82.05,82.05,82.05,82.05,0,0
2009.9.7,82.05,82.05,82.05,82.05,0,0
2009.9.8,82.05,82.05,82.05,82.05,0,0
2009.9.9,82.05,82.05,82.05,82.05,0,0
2009.9.10,82.05,82.05,82.05,82.05,0,0
2009.9.11,82.05,82.05,82.05,82.05,0,0
2009.9.14,82.05,82.05,82.05,82.05,0,0
2009.9.15,82.05,82.05,82.05,82.05,0,0
2009.9.16,82.05,82.05,82.05,82.05,0,0
2009.9.17,82.05,82.05,82.05,82.05,0,0
2009.9.18,82.05,82.05,82.05,82.05,0,0
2009.9.21,82.05,82.05,82.05,82.05,0,0
2009.9.22,82.05,82.05,82.05,82.05,0,0
2009.9.23,82.05,82.05,82.05,82.05,0,0
2009.9.24,82.05,82.05,82.05,82.05,0,0
2009.9.25,82.05,82.05,82.05,82.05,0,0
2009.9.28,82.05,82.05,82.05,82.05,0,0
2009.9.29,82.05,82.05,82.05,82.05,0,0
2009.9.30,82.05,82.05,82.05,82.05,0,0
2009.10.1,82.05,82.05,82.05,82.05,0,0
2009.10.5,82.05,82.05,82.05,82.05,0,0
2009.10.6,82.05,82.05,82.05,82.05,0,0
2009.10.7,82.05,82.05,82.05,82.05,0,0
2009.10.8,82.05,82.05,82.05,82.05,0,0
2009.10.9,82.05,82.05,82.05,82.05,0,0
2009.10.12,82.05,82.05,82.05,82.05,0,0
2009.10.13,82.05,82.05,82.05,82.05,0,0
2009.10.14,82.05,82.05,82.05,82.05,0,0
2009.10.15,82.05,82.05,82.05,82.05,0,0
2009.10.16,82.05,82.05,82.05,82.05,0,0
2009.10.19,82.05,82.05,82.05,82.05,0,0
2009.10.20,82.05,82.05,82.05,82.05,0,0
2009.10.21,82.05,82.05,82.05,82.05,0,0
2009.10.22,82.05,82.05,82.05,82.05,0,0
2009.10.23,82.05,82.05,82.05,82.05,0,0
2009.10.26,82.05,82.05,82.05,82.05,0,0
2009.10.27,82.05,82.05,82.05,82.05,0,0
2009.10.28,79.73,80.79,79.69,80.79,6,0
2009.10.29,80.79,80.79,80.79,80.79,0,0
2009.10.30,83.39,83.39,83.39,83.39,0,0
2009.11.2,83.39,83.39,83.39,83.39,0,0
2009.11.3,83.39,83.39,83.39,83.39,0,0
2009.11.4,83.39,83.39,83.39,83.39,0,0
2009.11.5,83.39,83.39,83.39,83.39,0,0
2009.11.6,83.39,83.39,83.39,83.39,0,0
2009.11.9,83.39,83.39,83.39,83.39,0,0
2009.11.10,83.39,83.39,83.39,83.39,0,0
2009.11.11,83.39,83.39,83.39,83.39,0,0
2009.11.12,83.39,83.39,83.39,83.39,0,0
2009.11.13,83.39,83.39,83.39,83.39,0,0
2009.11.16,83.39,83.39,83.39,83.39,0,0
2009.11.17,83.39,83.39,83.39,83.39,0,0
2009.11.18,83.39,83.39,83.39,83.39,0,0
2009.11.19,83.39,83.39,83.39,83.39,0,0
2009.11.20,83.39,83.39,83.39,83.39,0,0
2009.11.23,83.39,83.39,83.39,83.39,0,0
2009.11.24,83.39,83.39,83.39,83.39,0,0
2009.11.25,83.39,83.39,83.39,83.39,0,0
2009.11.26,83.39,83.39,83.39,83.39,0,0
2009.11.27,84.39,84.39,84.39,84.39,0,0
2009.11.30,84.39,84.39,84.39,84.39,0,0
2009.12.1,84.39,84.39,84.39,84.39,0,0
2009.12.2,84.39,84.39,84.39,84.39,0,0
2009.12.3,83.13,86.61,83.13,86.61,2,0
2009.12.4,86.61,86.61,86.61,86.61,0,0
2009.12.7,84.77,84.77,84.77,84.77,0,0
2009.12.8,84.77,84.77,84.77,84.77,0,0
2009.12.9,84.77,84.77,84.77,84.77,0,0
2009.12.10,84.77,84.77,84.77,84.77,0,0
2009.12.11,84.77,84.77,84.77,84.77,0,0
2009.12.14,84.77,84.77,84.77,84.77,0,0
2009.12.15,84.77,84.77,84.77,84.77,0,0
2009.12.16,84.77,84.77,84.77,84.77,0,0
2009.12.17,84.77,84.77,84.77,84.77,0,0
2009.12.18,84.77,84.77,84.77,84.77,0,0
2009.12.21,84.77,84.77,84.77,84.77,0,0
2009.12.22,84.77,84.77,84.77,84.77,0,0
2009.12.23,84.77,84.77,84.77,84.77,0,0
2009.12.24,84.77,84.77,84.77,84.77,0,0
2009.12.28,84.77,84.77,84.77,84.77,0,0
2009.12.29,84.77,84.77,84.77,84.77,0,0
2009.12.30,84.77,84.77,84.77,84.77,0,0
2010.1.4,84.77,84.77,84.77,84.77,0,0
2010.1.5,84.77,84.77,84.77,84.77,0,0
2010.1.6,84.77,84.77,84.77,84.77,0,0
2010.1.7,84.77,84.77,84.77,84.77,0,0
2010.1.8,84.77,84.77,84.77,84.77,0,0
2010.1.11,84.77,84.77,84.77,84.77,0,0
2010.1.12,84.77,84.77,84.77,84.77,0,0
2010.1.13,84.77,84.77,84.77,84.77,0,0
2010.1.14,84.77,84.77,84.77,84.77,0,0
2010.1.15,84.77,84.77,84.77,84.77,0,0
2010.1.18,84.77,84.77,84.77,84.77,0,0
2010.1.19,84.77,84.77,84.77,84.77,0,0
2010.1.20,84.77,84.77,84.77,84.77,0,0
2010.1.21,84.77,84.77,84.77,84.77,0,0
2010.1.22,84.77,84.77,84.77,84.77,0,0
2010.1.25,84.77,84.77,84.77,84.77,0,0
2010.1.26,84.77,84.77,84.77,84.77,0,0
2010.1.27,84.77,84.77,84.77,84.77,0,0
2010.1.28,84.77,84.77,84.77,84.77,0,0
2010.1.29,84.77,84.77,84.77,84.77,0,0
2010.2.1,84.77,84.77,84.77,84.77,0,0
2010.2.2,84.77,84.77,84.77,84.77,0,0
2010.2.3,84.77,84.77,84.77,84.77,0,0
2010.2.4,84.77,84.77,84.77,84.77,0,0
2010.2.5,84.77,84.77,84.77,84.77,0,0
2010.2.8,84.77,84.77,84.77,84.77,0,0
2010.2.9,84.77,84.77,84.77,84.77,0,0
2010.2.10,84.77,84.77,84.77,84.77,0,0
2010.2.11,84.77,84.77,84.77,84.77,0,0
2010.2.12,84.77,84.77,84.77,84.77,0,0
2010.2.16,84.77,84.77,84.77,84.77,0,0
2010.2.17,84.77,84.77,84.77,84.77,0,0
2010.2.18,84.77,84.77,84.77,84.77,0,0
2010.2.19,84.77,84.77,84.77,84.77,0,0
2010.2.22,84.77,84.77,84.77,84.77,0,0
2010.2.23,84.77,84.77,84.77,84.77,0,0
2010.2.24,84.77,84.77,84.77,84.77,0,0
2010.2.25,87.63,87.63,87.63,87.63,0,0
2010.2.26,87.63,87.63,87.63,87.63,0,0
2010.3.2,87.63,87.63,87.63,87.63,0,0
2010.3.3,87.63,87.63,87.63,87.63,0,0
2010.3.4,87.63,87.63,87.63,87.63,0,0
2010.3.5,87.63,87.63,87.63,87.63,0,0
2010.3.8,87.63,87.63,87.63,87.63,0,0
2010.3.9,87.63,87.63,87.63,87.63,0,0
2010.3.10,87.63,87.63,87.63,87.63,0,0
2010.3.11,87.63,87.63,87.63,87.63,0,0
2010.3.12,87.63,87.63,87.63,87.63,0,0
2010.3.15,87.63,87.63,87.63,87.63,0,0
2010.3.16,87.63,87.63,87.63,87.63,0,0
2010.3.17,87.63,87.63,87.63,87.63,0,0
